ID	book_id	char_text	place_text	context_10	context_50	context_100
UKWVEF	26434	he	town	and if he was in such haste to get to <place> town </place> , why did <char> he </char> waste time talking to me , as he did for	as I told you , on his way to town -- he said . But I rather suspected the truth of his statement . He had come in a desperate hurry , for his horse was in a lather , and if he was in such haste to get to <place> town </place> , why did <char> he </char> waste time talking to me , as he did for twenty minutes ? But when , just as he was starting off again , he turned back and asked me if I wanted to sell my share in the drill and claim , I knew that that was what he	"I 'm glad to say . "" "" Bully ! "" cried Tom , clapping his hands together with a report which made his pony shy . "" That 's great ! Tell us about it , Mr. Crawford . "" "" Why , Yetmore rode in yesterday afternoon , as I told you , on his way to town -- he said . But I rather suspected the truth of his statement . He had come in a desperate hurry , for his horse was in a lather , and if he was in such haste to get to <place> town </place> , why did <char> he </char> waste time talking to me , as he did for twenty minutes ? But when , just as he was starting off again , he turned back and asked me if I wanted to sell my share in the drill and claim , I knew that that was what he had come about , and I had a strong suspicion that he had heard of a strike of some sort and was trying to get the better of me ."
TPPDXJ	64664	They	Panther Pete ’s stronghold	Bill had gained the Blue Hills in the region of <place> Panther Pete ’s stronghold </place> . <char> They </char> had escaped from the vigilantes in a manner that was	to her alarm , she heard the dogs more distinctly . They seemed to have gained the top of the ridge , and their loud baying rang out . CHAPTER XLII . ANOTHER STOOL PIGEON . Buffalo Bill and Wild Bill had gained the Blue Hills in the region of <place> Panther Pete ’s stronghold </place> . <char> They </char> had escaped from the vigilantes in a manner that was not even yet clear to them , for they had no present means of discovering who threw the bomb which gave them the opportunity to get away from the mob . Whoever he was , they felt grateful to him	not know that he had been shot down in the town by Panther Pete . By the time she had descended from the high ridge , her clothing was torn , her hands scratched , and her shoes were becoming ragged ; but still she kept on . Then , to her alarm , she heard the dogs more distinctly . They seemed to have gained the top of the ridge , and their loud baying rang out . CHAPTER XLII . ANOTHER STOOL PIGEON . Buffalo Bill and Wild Bill had gained the Blue Hills in the region of <place> Panther Pete ’s stronghold </place> . <char> They </char> had escaped from the vigilantes in a manner that was not even yet clear to them , for they had no present means of discovering who threw the bomb which gave them the opportunity to get away from the mob . Whoever he was , they felt grateful to him , and called him their friend .
UPRCUI	40500	one another	a league of flat pasture land	in the mêlée which was to come they might recognise <char> one another </char> in the gloom . Less than <place> a league of flat pasture land </place> lay between Alva ’s entrenchments at St. Florian near the	"and a ducat for each of your men . "" These were the orders and don Ramon de Linea sped forward with six hundred arquebusiers -- all picked men -- they wore their shirts over their armour , so that in the mêlée which was to come they might recognise <char> one another </char> in the gloom . Less than <place> a league of flat pasture land </place> lay between Alva ’s entrenchments at St. Florian near the gates of beleaguered Mons , and Orange ’s camp at Hermigny . But at St. Florian men stirred and planned and threatened , whilst at Hermigny even the sentinels slept ."	"with the sentinels and lead the surprise attack , whilst you yourself make straight for the Prince ’s tent ; overpower his guard first , then seize his person . Two hundred ducats will be your reward , remember , if you bring Orange back here -- a prisoner -- and a ducat for each of your men . "" These were the orders and don Ramon de Linea sped forward with six hundred arquebusiers -- all picked men -- they wore their shirts over their armour , so that in the mêlée which was to come they might recognise <char> one another </char> in the gloom . Less than <place> a league of flat pasture land </place> lay between Alva ’s entrenchments at St. Florian near the gates of beleaguered Mons , and Orange ’s camp at Hermigny . But at St. Florian men stirred and planned and threatened , whilst at Hermigny even the sentinels slept ."
GZXRJY	25838	She	the lawn	a few moments she saw Logotheti coming towards her across <place> the lawn </place> . <char> She </char> was not particularly pleased to see him . ' I	of an unexpected visitor , she always looked at her fingers . The thing came nearer , roared , sputtered , tooted and was silent . In the silence Mrs. Rushmore heard the tinkle of the gate bell and in a few moments she saw Logotheti coming towards her across <place> the lawn </place> . <char> She </char> was not particularly pleased to see him . ' I am afraid , ' she said rather stiffly , ' that Miss Donne is out . '	to have inky fingers like an untidy school - girl , and she had spent time and money in search of an ink that would wash off easily and completely , without the necessity of flaying her hands with pumice stone and chemicals . When suddenly aware of the approach of an unexpected visitor , she always looked at her fingers . The thing came nearer , roared , sputtered , tooted and was silent . In the silence Mrs. Rushmore heard the tinkle of the gate bell and in a few moments she saw Logotheti coming towards her across <place> the lawn </place> . <char> She </char> was not particularly pleased to see him . ' I am afraid , ' she said rather stiffly , ' that Miss Donne is out . '
UEWZTQ	2392	his	the Place	at the lake , he had made the rounds of <place> the Place </place> ; as ever was his wo nt after <char> his </char> few brief absences from home . Not until dinnertime did	". "" The Mistress was busy with details of the car 's unpacking . So she accepted the explanation . It seemed probable that the long and dusty ride should have made Lad thirsty ; and that after his drink at the lake , he had made the rounds of <place> the Place </place> ; as ever was his wo nt after <char> his </char> few brief absences from home . Not until dinnertime did she give another thought to her loved pet 's absence ."	". "" Now -- now , Lad he was settin ' ' twixt Simmons and me . And he hops down and runs off around the house , towards -- towards the lake -- soon as we stopped here . Most likely he was thirsty - like , or something . "" The Mistress was busy with details of the car 's unpacking . So she accepted the explanation . It seemed probable that the long and dusty ride should have made Lad thirsty ; and that after his drink at the lake , he had made the rounds of <place> the Place </place> ; as ever was his wo nt after <char> his </char> few brief absences from home . Not until dinnertime did she give another thought to her loved pet 's absence ."
EFVFHR	5495	I	a hideous spot	"had a noble dignity , even on the occasion when <char> I </char> first saw her . "" It was <place> a hideous spot </place> , the revolting prison - hall of Rhyakotis . She"	"of their own . When she folded them devoutly together it seemed as if they were putting up a mute prayer . She was pliant in form as a young palm - tree when it bends , and withal she had a noble dignity , even on the occasion when <char> I </char> first saw her . "" It was <place> a hideous spot </place> , the revolting prison - hall of Rhyakotis . She wore only a threadbare robe that had once been costly , and a foul old woman followed her about -- as a greedy rat might pursue an imprisoned dove -- and loaded her with abusive language ."	"child . I never knew her other than very pale ; her narrow forehead shone like ivory under her soft brown hair ; her beautiful hands were as white as her forehead - hands that moved as if they themselves were living and inspired creatures with a soul and language of their own . When she folded them devoutly together it seemed as if they were putting up a mute prayer . She was pliant in form as a young palm - tree when it bends , and withal she had a noble dignity , even on the occasion when <char> I </char> first saw her . "" It was <place> a hideous spot </place> , the revolting prison - hall of Rhyakotis . She wore only a threadbare robe that had once been costly , and a foul old woman followed her about -- as a greedy rat might pursue an imprisoned dove -- and loaded her with abusive language ."
UOGFRC	50719	it	the room	got one of the dogs . We brought it into <place> the room </place> and <char> it </char> sniffed at the dead body . Then we led it	"it again on leaving ? It seemed impossible , but what other explanation was there ? "" He 's been in the house , "" said Evan grimly . "" Where is he now ? "" I went out and got one of the dogs . We brought it into <place> the room </place> and <char> it </char> sniffed at the dead body . Then we led it about the house ."	"unlocked , but Evan remembered that he had found it closed and had closed it again after peering into the room during the night . Was it possible that the monstrous animal possessed the cunning to unlatch the door gently before entering , and then the diabolical forethought to latch it again on leaving ? It seemed impossible , but what other explanation was there ? "" He 's been in the house , "" said Evan grimly . "" Where is he now ? "" I went out and got one of the dogs . We brought it into <place> the room </place> and <char> it </char> sniffed at the dead body . Then we led it about the house ."
ZFNHQH	30417	he	the outhouses	. As night would overtake us in the forest , <char> he </char> had a brief search made of <place> the outhouses </place> , and a number of dry pine sticks were found	"in an hour at the utmost , or at the end of the hour you shall hang to the tree I then happen to be under . "" He thereupon gave orders to the guardsmen , and to the prisoners . As night would overtake us in the forest , <char> he </char> had a brief search made of <place> the outhouses </place> , and a number of dry pine sticks were found , to serve as torches . Our party was to go mounted , except the robbers impressed to carry the battering ram : so I went to the stalls at one side of the yard , and found my own"	"the pine trunk with which we rammed this gate , to reach the tower of Morlon ? "" "" Two hours , Monsieur , I should say , "" replied the robber . "" It is too much , "" said the guardsman . "" You will lead us thither in an hour at the utmost , or at the end of the hour you shall hang to the tree I then happen to be under . "" He thereupon gave orders to the guardsmen , and to the prisoners . As night would overtake us in the forest , <char> he </char> had a brief search made of <place> the outhouses </place> , and a number of dry pine sticks were found , to serve as torches . Our party was to go mounted , except the robbers impressed to carry the battering ram : so I went to the stalls at one side of the yard , and found my own horse , chewing hay in fraternal companionship with the animals which had doubtless brought Captain Ferragant and his men from Lavardin ."
FBJOKD	1355	Harry	Irvine	encounter in the Yarrow shaft , Jack Ryan had invited <char> Harry </char> to come a week afterwards to the festivities at <place> Irvine </place> . Harry had accepted and promised expressly to be there	less anxiety . Only , instead of occupying public attention , the son of the old overman was the cause of trouble alone to the generally cheerful mind of Jack Ryan . It may be remembered that , in their encounter in the Yarrow shaft , Jack Ryan had invited <char> Harry </char> to come a week afterwards to the festivities at <place> Irvine </place> . Harry had accepted and promised expressly to be there .	. The time passed in great anxiety . The scientific world of England was inclined to believe that one of its most distinguished members had positively disappeared . At the same time , when so many people were thinking about James Starr , Harry Ford was the subject of no less anxiety . Only , instead of occupying public attention , the son of the old overman was the cause of trouble alone to the generally cheerful mind of Jack Ryan . It may be remembered that , in their encounter in the Yarrow shaft , Jack Ryan had invited <char> Harry </char> to come a week afterwards to the festivities at <place> Irvine </place> . Harry had accepted and promised expressly to be there .
MEDCHX	59938	They	the house to which the latter had referred when they met	Then Bauer and Stephan went out arm in arm . <char> They </char> went to <place> the house to which the latter had referred when they met </place> ; it stood in the highest part of the town	Pichegru . They went directly to the stable , where the door was shut after them when they had received the order to load their muskets , which had been left unloaded for fear of accidents in the wagons . Then Bauer and Stephan went out arm in arm . <char> They </char> went to <place> the house to which the latter had referred when they met </place> ; it stood in the highest part of the town , as far as possible from the Haguenau gate , and not a hundred feet from the powder - magazine . The house , which resembled a Swiss châlet , was built entirely of wood .	in the wagon , armed himself with a musket , and took out a third for the wagoner . Thus , when nine o'clock sounded , Stephan , clad as a Prussian sergeant , had under his orders the sixty resolute German - speaking men for whom he had asked Pichegru . They went directly to the stable , where the door was shut after them when they had received the order to load their muskets , which had been left unloaded for fear of accidents in the wagons . Then Bauer and Stephan went out arm in arm . <char> They </char> went to <place> the house to which the latter had referred when they met </place> ; it stood in the highest part of the town , as far as possible from the Haguenau gate , and not a hundred feet from the powder - magazine . The house , which resembled a Swiss châlet , was built entirely of wood .
EWUYQK	4721	Richard	home	a few weeks , and was now on her way <place> home </place> , whither she hoped ere long to welcome <char> Richard </char> , whom she had never seen since the night of	down upon his feet , as Richard adjusted his shade , and resumed the air of helplessness so natural to the blind . Edith had been to New York with Marie and the children , leaving the former there for a few weeks , and was now on her way <place> home </place> , whither she hoped ere long to welcome <char> Richard </char> , whom she had never seen since the night of her marriage , when Victor led him half fainting from the altar . He would not join them at the breakfast next morning , but sent them his good - bye , and when they returned from their long ,	" There 's mam - ma ,  Nina cried , trying to shake back her curls , which nevertheless stuck lightly to her forehead . "" There 's mam- ma , "" and in an instant Little Dick , as he was called , found himself rather unceremoniously set down upon his feet , as Richard adjusted his shade , and resumed the air of helplessness so natural to the blind . Edith had been to New York with Marie and the children , leaving the former there for a few weeks , and was now on her way <place> home </place> , whither she hoped ere long to welcome <char> Richard </char> , whom she had never seen since the night of her marriage , when Victor led him half fainting from the altar . He would not join them at the breakfast next morning , but sent them his good - bye , and when they returned from their long , happy bridal tour they found a letter for them saying Richard was in Paris ."
CHGKRA	37929	NAT BORDEN 'S FIND	_ The _ GOLDSMITH _ Publishing	"SUCCEED , "" "" THE YOUNG STOREKEEPER , "" "" <char> NAT BORDEN 'S FIND </char> , "" ETC . [ Illustration : <place> _ The _ GOLDSMITH _ Publishing </place> Co. _ CLEVELAND OHIO MADE IN U.S.A. ] COPYRIGHT ,"	"Proofreading Team at http://www.pgdp.net FENN MASTERSON 'S DISCOVERY Or The Darewell Chums on a Cruise BY ALLEN CHAPMAN AUTHOR OF "" BART STIRLING 'S ROAD TO SUCCESS , "" "" WORKING HARD TO WIN , "" "" BOUND TO SUCCEED , "" "" THE YOUNG STOREKEEPER , "" "" <char> NAT BORDEN 'S FIND </char> , "" ETC . [ Illustration : <place> _ The _ GOLDSMITH _ Publishing </place> Co. _ CLEVELAND OHIO MADE IN U.S.A. ] COPYRIGHT , 1909 , BY CUPPLES & LEON COMPANY CONTENTS CHAPTER PAGE I. AN AUTOMOBILE ACCIDENT 1 II ."	"Proofreading Team at http://www.pgdp.net FENN MASTERSON 'S DISCOVERY Or The Darewell Chums on a Cruise BY ALLEN CHAPMAN AUTHOR OF "" BART STIRLING 'S ROAD TO SUCCESS , "" "" WORKING HARD TO WIN , "" "" BOUND TO SUCCEED , "" "" THE YOUNG STOREKEEPER , "" "" <char> NAT BORDEN 'S FIND </char> , "" ETC . [ Illustration : <place> _ The _ GOLDSMITH _ Publishing </place> Co. _ CLEVELAND OHIO MADE IN U.S.A. ] COPYRIGHT , 1909 , BY CUPPLES & LEON COMPANY CONTENTS CHAPTER PAGE I. AN AUTOMOBILE ACCIDENT 1 II ."
JGZBGQ	12460	I	the river	, turn into another walk , which led down by <place> the river </place> . <char> I </char> knew very well that she ought not to turn into	with his chin down on his shirt bosom , snoring so steady that his hat heaved , being very slowly pulled along a shady walk , and then I saw his daughter , who was not far ahead of him , turn into another walk , which led down by <place> the river </place> . <char> I </char> knew very well that she ought not to turn into that walk , because it did n't in any way lead to the place where Pomeroy was sitting in his bath - chair behind a great clump of bushes and flowers , with his face filled with the most lively	"was so very wide awake when he was awake , that I knew it could n't be long before he caught the two together , and then I did n't believe that Angelica would ever come into these gardens again . It was yesterday morning that I saw old Snortfrizzle with his chin down on his shirt bosom , snoring so steady that his hat heaved , being very slowly pulled along a shady walk , and then I saw his daughter , who was not far ahead of him , turn into another walk , which led down by <place> the river </place> . <char> I </char> knew very well that she ought not to turn into that walk , because it did n't in any way lead to the place where Pomeroy was sitting in his bath - chair behind a great clump of bushes and flowers , with his face filled with the most lively emotions , but overspread ever and anon by a cloudlet of despair on account of the approach of the noontide hour , when Angelica and Snortfrizzle generally went home . [ Illustration : "" Your brother is over there "" ] The time was short , and I believed that"
ZABYKY	14491	He	the one he had intended to reach	his friend 's suspicion that sympathy was his motive . <char> He </char> turned about at a point far short of <place> the one he had intended to reach </place> , and made record time back to the city ,	and look those windows over again , wanted to go through the whole store , but recognized that though he could have done this when he first arrived , he could not go back and do it now without exciting his friend 's suspicion that sympathy was his motive . <char> He </char> turned about at a point far short of <place> the one he had intended to reach </place> , and made record time back to the city , impelled by an odd wish he could hardly explain , to go by the windows of the great department stores of Kendrick & Company and examine their window displays . Since he was ordinarily accustomed to select any other streets	"druggist 's shrewd commentaries than it had when Benson had spoken of his "" short force . "" Richard wondered just how short it was , that the proprietor could not venture to leave for even a few hours . He drove on thoughtfully . He wanted to go back and look those windows over again , wanted to go through the whole store , but recognized that though he could have done this when he first arrived , he could not go back and do it now without exciting his friend 's suspicion that sympathy was his motive . <char> He </char> turned about at a point far short of <place> the one he had intended to reach </place> , and made record time back to the city , impelled by an odd wish he could hardly explain , to go by the windows of the great department stores of Kendrick & Company and examine their window displays . Since he was ordinarily accustomed to select any other streets than those upon which these magnificent places of custom were situated , merely because he not only had no interest in them but a positive distaste for seeing his own name emblazoned -- though ever so chastely -- above their princely portals , it may be understood that an entirely"
RMJVLY	5364	you	Harrington County	n't miss Hodder 's sermon for all the quail in <place> Harrington County </place> . ” “ It 's high time <char> you </char> did go to church , ” remarked Eleanor , contemplating	his new position clear . ” Mr. Goodrich thrust his hands in his pockets and gave a low whistle . “ I guess I wo n't go shooting Saturday , after all , ” he declared . “ I would n't miss Hodder 's sermon for all the quail in <place> Harrington County </place> . ” “ It 's high time <char> you </char> did go to church , ” remarked Eleanor , contemplating , not without pride , her husband 's close - cropped , pugnacious head . “ Your judgments are pretty sound , Nell .	's absolutely incapable of posing , as you 'll admit , and he stood right up and acknowledged that he 'd been wrong in our argument . He has n't had the services all summer , and when he resumes them next Sunday I gathered that he intends to make his new position clear . ” Mr. Goodrich thrust his hands in his pockets and gave a low whistle . “ I guess I wo n't go shooting Saturday , after all , ” he declared . “ I would n't miss Hodder 's sermon for all the quail in <place> Harrington County </place> . ” “ It 's high time <char> you </char> did go to church , ” remarked Eleanor , contemplating , not without pride , her husband 's close - cropped , pugnacious head . “ Your judgments are pretty sound , Nell .
GZBKDS	15138	his	his landing	back to his chair . When the steamer stopped at <char> <place> his </char> landing </place> , Bassett jumped off and began the ascent to his	" Oh , you have , have you ?  There was a hard glitter in Bassett 's eyes and his jaws tightened . "" All right , then ; go ahead , "" he added , and walked grimly back to his chair . When the steamer stopped at <char> <place> his </char> landing </place> , Bassett jumped off and began the ascent to his house without looking at Harwood again . Dan felt that it had been worth the journey to hear direct from Bassett the intimations of a wish to compromise the Canneries case ."	"Mr. Bassett , if you tell Fitch that the suit wo n't be dropped until all the claims I represent are paid in full . Several of your associates in the reorganization have already sounded me on that , and I 've said no to all of them . "" "" Oh , you have , have you ? "" There was a hard glitter in Bassett 's eyes and his jaws tightened . "" All right , then ; go ahead , "" he added , and walked grimly back to his chair . When the steamer stopped at <char> <place> his </char> landing </place> , Bassett jumped off and began the ascent to his house without looking at Harwood again . Dan felt that it had been worth the journey to hear direct from Bassett the intimations of a wish to compromise the Canneries case ."
HCTOXQ	8135	I	the High Street	"saw them in the Precincts last Sunday afternoon , and <char> I </char> saw them myself this morning in <place> the High Street </place> . "" "" My dear Mrs. Preston , "" said"	" Oh well -- nothing really , except that every one 's asking what they can find in common . They 're always together . Last Monday Aggie Combermere met her coming out of the Rectory , then Ellen Stiles saw them in the Precincts last Sunday afternoon , and <char> I </char> saw them myself this morning in <place> the High Street </place> .  "" My dear Mrs. Preston , "" said Ronder , "" why _ should n't _"	"I 've dropped my little bag . It 's under that table . Thank you a thousand times ! And is n't it strange about Mrs. Brandon and Mr. Morris ? "" "" Is n't what strange ? "" asked Miss Ronder , regarding her guest with grim cynicism . "" Oh well -- nothing really , except that every one 's asking what they can find in common . They 're always together . Last Monday Aggie Combermere met her coming out of the Rectory , then Ellen Stiles saw them in the Precincts last Sunday afternoon , and <char> I </char> saw them myself this morning in <place> the High Street </place> . "" "" My dear Mrs. Preston , "" said Ronder , "" why _ should n't _"
HWWRZB	3375	his brothers	Californy	seem to see Jackson willin ' to go out to <place> Californy </place> or Colorady , to either of <char> his brothers </char> . But I guess he would go to Egypt .	"said Mrs. Durgin . "" We 've got to have a fight to get him off , make the best of it , and I 've thought it over since the children spoke about it , and I could n't seem to see Jackson willin ' to go out to <place> Californy </place> or Colorady , to either of <char> his brothers </char> . But I guess he would go to Egypt ."	"Whereabouts do you think he 'd best go ? "" "" Oh , I do n't know . Italy -- or Egypt-- "" "" I guess , if you could get Jackson to go away at all , it would be to some of them old Bible countries , "" said Mrs. Durgin . "" We 've got to have a fight to get him off , make the best of it , and I 've thought it over since the children spoke about it , and I could n't seem to see Jackson willin ' to go out to <place> Californy </place> or Colorady , to either of <char> his brothers </char> . But I guess he would go to Egypt ."
YARADN	21401	we	Juan,--and	some time must elapse before relief could be sent to <place> Juan,--and </place> what might not occur in the meantime ? Whenever <char> we </char> pulled rein , Mr Laffan stood up and took a	"still some hours to ride before nightfall , when we must , if possible , find shelter . As far as we could judge , it might take us three or four days to reach the Patriot camp , and some time must elapse before relief could be sent to <place> Juan,--and </place> what might not occur in the meantime ? Whenever <char> we </char> pulled rein , Mr Laffan stood up and took a survey of the country . "" It is wise to ascertain what 's moving when traversing a country , or in our course through life , "" he observed ."	", "" he would find some fruit , and procure some fowls which had escaped . "" As we were anxious to proceed , we begged that he would point out the road we were to take . This he did , and we bade him farewell . We had still some hours to ride before nightfall , when we must , if possible , find shelter . As far as we could judge , it might take us three or four days to reach the Patriot camp , and some time must elapse before relief could be sent to <place> Juan,--and </place> what might not occur in the meantime ? Whenever <char> we </char> pulled rein , Mr Laffan stood up and took a survey of the country . "" It is wise to ascertain what 's moving when traversing a country , or in our course through life , "" he observed ."
AGGCAA	10234	M. Jules St.-Ange	the rippling bayou	over the bulrushes , and then sped far away down <place> the rippling bayou </place> . <char> M. Jules St.-Ange </char> stood long , gazing at the receding vessel as it	; the sails filled ; Colossus of Rhodes , smiling and bowing as hero of the moment , ducked as the main boom swept round , and the schooner , leaning slightly to the pleasant influence , rustled a moment over the bulrushes , and then sped far away down <place> the rippling bayou </place> . <char> M. Jules St.-Ange </char> stood long , gazing at the receding vessel as it now disappeared , now re - appeared beyond the tops of the high undergrowth ; but , when an arm of the forest hid it finally from sight , he turned townward , followed by that fagged - out spaniel	"covered with slime , and prepares to cast his projectiles . The first one fell wide of the mark ; the schooner swung round into a long reach of water , where the breeze was in her favor ; another shout of laughter drowned the maledictions of the muddy man ; the sails filled ; Colossus of Rhodes , smiling and bowing as hero of the moment , ducked as the main boom swept round , and the schooner , leaning slightly to the pleasant influence , rustled a moment over the bulrushes , and then sped far away down <place> the rippling bayou </place> . <char> M. Jules St.-Ange </char> stood long , gazing at the receding vessel as it now disappeared , now re - appeared beyond the tops of the high undergrowth ; but , when an arm of the forest hid it finally from sight , he turned townward , followed by that fagged - out spaniel , his servant , saying , as he turned , "" Baptiste . "" "" _ Miché ? _ "" "" You know w'at"
LFWWFY	24775	I	the pilot - house	", "" I replied . To avoid more questions , <char> I </char> went to <place> the pilot - house </place> . "" We are making about twelve miles an hour"	"- books then , succeeded by an anxious study for a few moments . "" This is the mouth of the Illinois River ! "" exclaimed Miss Margie , rushing up to me . "" I do n't deny it , "" I replied . To avoid more questions , <char> I </char> went to <place> the pilot - house </place> . "" We are making about twelve miles an hour , "" said the pilot of the Sylvania ."	"fleet to another broad expanse of water , in which were several islands . "" Adieu to the Mississippi ! "" I shouted , walking from one end to the other of the steamer . But I made no further explanation . There was a call for maps and guide - books then , succeeded by an anxious study for a few moments . "" This is the mouth of the Illinois River ! "" exclaimed Miss Margie , rushing up to me . "" I do n't deny it , "" I replied . To avoid more questions , <char> I </char> went to <place> the pilot - house </place> . "" We are making about twelve miles an hour , "" said the pilot of the Sylvania ."
QWISAH	55237	Earle Winans	his elegant little phaeton	"'re a riddle , lady - love . "" As <char> Earle Winans </char> took his seat by Ladybird in <place> his elegant little phaeton </place> , she stole a quick glance at his dark ,"	"love ; Sunshine beams and glad birds sing , Then a rain - cloud floats above : So your moods change with the wind , April - tempered lady - love ; All the sweeter to my mind , You 're a riddle , lady - love . "" As <char> Earle Winans </char> took his seat by Ladybird in <place> his elegant little phaeton </place> , she stole a quick glance at his dark , handsome face , and wondered at the gravity of his thoughtful eyes . She did not know of the scene with Aura that afternoon , or she would have understood his mood ."	"- day , neither of them dreaming of the untoward events that a day was to bring forth . CHAPTER XV . DID A SHADOW FROM THE FUTURE FALL OVER THAT YOUNG , DREAMING HEART ? "" Like the changeful month of spring Is my love , my lady - love ; Sunshine beams and glad birds sing , Then a rain - cloud floats above : So your moods change with the wind , April - tempered lady - love ; All the sweeter to my mind , You 're a riddle , lady - love . "" As <char> Earle Winans </char> took his seat by Ladybird in <place> his elegant little phaeton </place> , she stole a quick glance at his dark , handsome face , and wondered at the gravity of his thoughtful eyes . She did not know of the scene with Aura that afternoon , or she would have understood his mood ."
RHRGUY	26700	Chios	The studio of Chios	of coming storm . CHAPTER IX THE STUDIO OF CHIOS <place> The studio of <char> Chios </char> </place> was very beautiful , and an artist is pretty well	, pursuing something undefinable which she longed to obtain , that she might be for ever satisfied and her measure of happiness complete . A calm to her was like a summer day in winter - time , the harbinger of coming storm . CHAPTER IX THE STUDIO OF CHIOS <place> The studio of <char> Chios </char> </place> was very beautiful , and an artist is pretty well known by the place in which he paints , provided he has means to gratify his tastes . It was not a great room filled with materials , leaving him just a dozen square feet to walk about , but	seen Lucius ; she was at peace , though the sun had set and the shadows fell . And thus peace cometh to the mind of the tempest - tossed , but such a being as Saronia could not long sustain it . Her soul was a spirit in chase , pursuing something undefinable which she longed to obtain , that she might be for ever satisfied and her measure of happiness complete . A calm to her was like a summer day in winter - time , the harbinger of coming storm . CHAPTER IX THE STUDIO OF CHIOS <place> The studio of <char> Chios </char> </place> was very beautiful , and an artist is pretty well known by the place in which he paints , provided he has means to gratify his tastes . It was not a great room filled with materials , leaving him just a dozen square feet to walk about , but a studio of ample proportions , and kept as it should be with space to move around .
FDXYXU	7467	She	church	there is no day that she does not go to <place> church </place> . <char> She </char> is for ever busy with charities , clergymen , conversions	all these admirations and fetes and flatteries , so tired , oh , so tired ! And yet if I do n't have them , I miss them . How I wish I was religious like Madame de Florac : there is no day that she does not go to <place> church </place> . <char> She </char> is for ever busy with charities , clergymen , conversions ; I think the Princess will be brought over ere long -- that dear old Madame de Florac ! and yet she is no happier than the rest of us .	him . My temper is difficult , Clive , and I fear few men would bear with me . I feel , somehow , always very lonely . How old am I ? Twenty -- I feel sometimes as if I was a hundred ; and in the midst of all these admirations and fetes and flatteries , so tired , oh , so tired ! And yet if I do n't have them , I miss them . How I wish I was religious like Madame de Florac : there is no day that she does not go to <place> church </place> . <char> She </char> is for ever busy with charities , clergymen , conversions ; I think the Princess will be brought over ere long -- that dear old Madame de Florac ! and yet she is no happier than the rest of us .
QERSVL	45114	I	sea	"handsome he appeared to me : "" ' Mother , <char> I </char> will go to <place> sea </place> . ' "" ' Where ? ' asked I ,"	"-- we were sued for our taxes . "" ' Nathaniel , ' said I , ' I will go to taking boarders . ' "" Then he looked up to me and said -- oh , how noble and handsome he appeared to me : "" ' Mother , <char> I </char> will go to <place> sea </place> . ' "" ' Where ? ' asked I , in surprise ."	"I loved Nathaniel . It was on my account that he went away . "" The farm did not produce enough for us all -- Nathaniel , John , and me . We worked hard , and had a hard time . One year -- that was ten years ago -- we were sued for our taxes . "" ' Nathaniel , ' said I , ' I will go to taking boarders . ' "" Then he looked up to me and said -- oh , how noble and handsome he appeared to me : "" ' Mother , <char> I </char> will go to <place> sea </place> . ' "" ' Where ? ' asked I , in surprise ."
WISUGX	62915	You	there	with a work crew on one of the asteroids . <char> You </char> 're <place> there </place> , stuck for the month you signed up for ,	Transcriber 's Note : This etext was produced from Planet Stories Spring 1944 . Extensive research did not uncover any evidence that the U.S. copyright on this publication was renewed . ] You know how it is when you 're with a work crew on one of the asteroids . <char> You </char> 're <place> there </place> , stuck for the month you signed up for , with four other guys and nothing to do but talk . Space on the little tugs that you go in and return in , and live in while you 're there , is at such a premium that there is	And the Gods Laughed By FREDRIC BROWN Hank was spinning quite a space lie -- something about earrings wearing their owners . The crew got a boot out of the yarn -- until they got to thinking . [ Transcriber 's Note : This etext was produced from Planet Stories Spring 1944 . Extensive research did not uncover any evidence that the U.S. copyright on this publication was renewed . ] You know how it is when you 're with a work crew on one of the asteroids . <char> You </char> 're <place> there </place> , stuck for the month you signed up for , with four other guys and nothing to do but talk . Space on the little tugs that you go in and return in , and live in while you 're there , is at such a premium that there is n't room for a book or a magazine nor equipment for games .
KKCELW	45872	my	there	that room ! But I did not dream of meeting <char> my </char> divorced husband <place> there </place> ! Still , I might have guessed he would follow	fate pursues me in this house ! I thought I was done with my bitter past , but three of its ghosts have risen here to confront me with my sins ! What a terrible blunder I made going into that room ! But I did not dream of meeting <char> my </char> divorced husband <place> there </place> ! Still , I might have guessed he would follow that girl , the one love of his life .	"heart , she threw herself into his eager arms that clasped and held her with boundless delight . And the woman whom Cissy had saved from exposure by her generous prayer for mercy , crept away to her room , muttering , in a fearful way : "" How strangely fate pursues me in this house ! I thought I was done with my bitter past , but three of its ghosts have risen here to confront me with my sins ! What a terrible blunder I made going into that room ! But I did not dream of meeting <char> my </char> divorced husband <place> there </place> ! Still , I might have guessed he would follow that girl , the one love of his life ."
