ID	book_id	char_text	place_text	context_10	context_50	context_100
NPVPIP	32843	I	Here	an ' beat out . Me , for one . <place> Here </place> I 've no more need to hem sheets than <char> I </char> have to make myself a pink satin gown , which	"inside your mind and keeps you movin ' . I 've noticed it in everybody ever come here . Must be doin' ; ca n't keep still ; up an ' at it , till a body 's clean wore an ' beat out . Me , for one . <place> Here </place> I 've no more need to hem sheets than <char> I </char> have to make myself a pink satin gown , which I never had nor hope to have even---- "" "" The idee ! I should hope not , indeed ."	"way : _ It 's in the soil ! _ "" "" What 's in the soil ? The shakes ? or the homesickness when a feller 's right to home ? or what in the land do you mean ? "" "" The restlessness . The something that gets inside your mind and keeps you movin ' . I 've noticed it in everybody ever come here . Must be doin' ; ca n't keep still ; up an ' at it , till a body 's clean wore an ' beat out . Me , for one . <place> Here </place> I 've no more need to hem sheets than <char> I </char> have to make myself a pink satin gown , which I never had nor hope to have even---- "" "" The idee ! I should hope not , indeed ."
CHOCZX	39587	the young men whom she had met in such shoals in London ball - rooms and in country houses	London	towards him was almost maternal . He was not like <char> the young men whom she had met in such shoals in <place> London </place> ball - rooms and in country houses </char> , not one of whom , however they might differ	who took the trouble to elicit them often found them interesting . Caroline was one of these . She was no older than he , but had seen so much more of the world and its inhabitants that her feeling towards him was almost maternal . He was not like <char> the young men whom she had met in such shoals in <place> London </place> ball - rooms and in country houses </char> , not one of whom , however they might differ in character and tastes , but had done and known many of the things that she had . Bradby was the son of a clergyman , and had left his provincial Grammar - school for a stool in a provincial	man brightened visibly . He had sat silent during the conversation at the tea table , as he generally sat silent in company , being too diffident to put forward his views in a general conversation . But he had views of his own on many subjects , and those who took the trouble to elicit them often found them interesting . Caroline was one of these . She was no older than he , but had seen so much more of the world and its inhabitants that her feeling towards him was almost maternal . He was not like <char> the young men whom she had met in such shoals in <place> London </place> ball - rooms and in country houses </char> , not one of whom , however they might differ in character and tastes , but had done and known many of the things that she had . Bradby was the son of a clergyman , and had left his provincial Grammar - school for a stool in a provincial bank , to be released from it after four years of unhappy confinement for the country life after which his soul had always hankered .
XOKXIV	26768	he	an old and crumbling arbour looking upon the lake	"what are your conclusions as to the sermon ? "" <char> he </char> said , when they were seated in <place> an old and crumbling arbour looking upon the lake </place> . "" I am afraid I did not give myself"	"winter and hot or rather close in summer . We might walk toward the poplar grove there , I should so like to speak to you about that sermon . "" Ringfield assented with a pleased brightness . "" And what are your conclusions as to the sermon ? "" <char> he </char> said , when they were seated in <place> an old and crumbling arbour looking upon the lake </place> . "" I am afraid I did not give myself quite enough time on this important occasion ."	"dignified withdrawal of the peacock , conversation naturally turned to the subject of the morning service . "" I do not think I can ask you inside , "" she said presently , "" for like many old houses , particularly those built of stone , ours is cold in winter and hot or rather close in summer . We might walk toward the poplar grove there , I should so like to speak to you about that sermon . "" Ringfield assented with a pleased brightness . "" And what are your conclusions as to the sermon ? "" <char> he </char> said , when they were seated in <place> an old and crumbling arbour looking upon the lake </place> . "" I am afraid I did not give myself quite enough time on this important occasion ."
DXUJEC	33958	Susanna	there	's sake , had written this ? With whom had <char> Susanna </char> a meeting <place> there </place> ! I thought and thought , and all manner of	"my surprise , read as follows : "" ' Three o'clock this afternoon , in the Dambitz pines ! ' "" How every possibility whirled through my head then ! Klaus had seen aright ! But who , for Heaven 's sake , had written this ? With whom had <char> Susanna </char> a meeting <place> there </place> ! I thought and thought , and all manner of strange ideas arose in my mind , and Susanna did not come ; she had never stayed away so long before ."	"lay on the floor in the middle of the room ; on the sofa , half - hidden in the cushions , was a note . I drew it out -- old maids are allowed to be curious -- and my eyes fell on a bold handwriting which , to my surprise , read as follows : "" ' Three o'clock this afternoon , in the Dambitz pines ! ' "" How every possibility whirled through my head then ! Klaus had seen aright ! But who , for Heaven 's sake , had written this ? With whom had <char> Susanna </char> a meeting <place> there </place> ! I thought and thought , and all manner of strange ideas arose in my mind , and Susanna did not come ; she had never stayed away so long before ."
ZRKMAE	20737	their	the small private dining room	her younger guests should have refreshments served to them in <place> the small private dining room </place> as soon as <char> their </char> play was over . The older	a steady clamor , she was obliged to appear between the silken curtains and make a little speech . It was indeed Madge Morton 's hour of triumph . CHAPTER IX MADGE MORTON 'S SECRET Mrs. Curtis had arranged that her younger guests should have refreshments served to them in <place> the small private dining room </place> as soon as <char> their </char> play was over . The older guests were to be served in another larger room which she had engaged	"and fall of her clear voice , that Madeleine always asserted had "" tears "" in it , coupled with the intense earnestness with which she made her plea , called forth ungrudging applause , and when , after the cast had taken several encores the audience still kept up a steady clamor , she was obliged to appear between the silken curtains and make a little speech . It was indeed Madge Morton 's hour of triumph . CHAPTER IX MADGE MORTON 'S SECRET Mrs. Curtis had arranged that her younger guests should have refreshments served to them in <place> the small private dining room </place> as soon as <char> their </char> play was over . The older guests were to be served in another larger room which she had engaged"
OKNPBN	15214	his	the bridge	went along . Mr. Belcher immediately made his way to <place> the bridge </place> . He touched <char> his </char> hat to the gruff old officer , and begged	"side , Mr. Belcher asked him to show him the captain . The man pointed to the bridge . "" There 's the Cap'n , sir -- the man in the blue coat and brass buttons . "" Then he went along . Mr. Belcher immediately made his way to <place> the bridge </place> . He touched <char> his </char> hat to the gruff old officer , and begged his pardon for obtruding himself upon him , but he was in trouble , and wanted advice . "" Very well , out with it : what 's the matter ? "" said the Captain"	"consciousness of his disgrace came upon him -- groaned to think that not one of all the pleasant people around could know him without shrinking from him as a monster . He was looking for some one . A sailor engaged in service passed near him . Stepping to his side , Mr. Belcher asked him to show him the captain . The man pointed to the bridge . "" There 's the Cap'n , sir -- the man in the blue coat and brass buttons . "" Then he went along . Mr. Belcher immediately made his way to <place> the bridge </place> . He touched <char> his </char> hat to the gruff old officer , and begged his pardon for obtruding himself upon him , but he was in trouble , and wanted advice . "" Very well , out with it : what 's the matter ? "" said the Captain"
VDCHXM	33481	the soldiers	the lane	followed by others was speeding . Along either side of <place> the lane </place> <char> the soldiers </char> were packed so closely that they formed a living	seen nor heard , and he was glad . His own attention now turned to the event of the moment , because the mighty roar was increasing in volume and coming nearer , and down the opening lane a carriage followed by others was speeding . Along either side of <place> the lane </place> <char> the soldiers </char> were packed so closely that they formed a living wall , but John , standing up in their own carriage , saw over their heads . He saw an old , old man in splendid uniform , sitting by the side of an impassive officer also in a splendid	the next instant slipped with extraordinary agility into some crevice of the crowd and disappeared . John flushed . Kempner 's conduct was both rude and strange . He glanced at his uncle and Mr. Anson , but they , absorbed in the coming of the Emperor , had neither seen nor heard , and he was glad . His own attention now turned to the event of the moment , because the mighty roar was increasing in volume and coming nearer , and down the opening lane a carriage followed by others was speeding . Along either side of <place> the lane </place> <char> the soldiers </char> were packed so closely that they formed a living wall , but John , standing up in their own carriage , saw over their heads . He saw an old , old man in splendid uniform , sitting by the side of an impassive officer also in a splendid uniform
BIBFTX	11240	her	Mr. Fleck 's office	opposite Jane Strong as she rode up - town from <place> Mr. Fleck 's office </place> , if they observed <char> her </char> at all -- and most of them	"found there was one of my men , K-19 , the man whose badge I have just given you . He had been detailed to shadow the Hoffs . "" CHAPTER IV THE CLUE IN THE BOOK Subway passengers sitting opposite Jane Strong as she rode up - town from <place> Mr. Fleck 's office </place> , if they observed <char> her </char> at all -- and most of them did -- saw only a slim , good - looking young girl , dressed in a chic tailormade suit , crowned with a dashing Paris hat tilted at the proper angle to display best the sheen of her black ,"	"most terrible expression I ever saw . I 'm almost certain he murdered that man . I 'm sure it was n't a suicide . "" "" I 'm sure , too , that it was no suicide , "" said Mr. Fleck gravely . "" The man who was found there was one of my men , K-19 , the man whose badge I have just given you . He had been detailed to shadow the Hoffs . "" CHAPTER IV THE CLUE IN THE BOOK Subway passengers sitting opposite Jane Strong as she rode up - town from <place> Mr. Fleck 's office </place> , if they observed <char> her </char> at all -- and most of them did -- saw only a slim , good - looking young girl , dressed in a chic tailormade suit , crowned with a dashing Paris hat tilted at the proper angle to display best the sheen of her black , black hair , which after the prevailing fashion was pulled forward becomingly over her ears . Outwardly Jane was unchanged , but within her nerves were all atingle at the thought of the tremendous and fascinating responsibility so unexpectedly thrust"
NNQHOO	55683	the corporal	the forecastle	, while the officer remained in the cabin , and <char> the corporal </char> in <place> the forecastle </place> , the latter going on deck twice each hour ,	at once proceeded to carry out the verbal orders given me before I left the academy , and detailed six privates , two corporals , and as many officers , for guard duty . One sentry was posted on deck , while the officer remained in the cabin , and <char> the corporal </char> in <place> the forecastle </place> , the latter going on deck twice each hour , to strike the bells and see that every thing was snug . At the time the attack was made , private Simmonds was the sentinel on deck , and lieutenant Jackson the officer of the guard .	"band of outlaws , calling themselves ' Crusoe men , ' and that it was partially successful . "" In accordance with the instructions contained in your letters of this date , I reported to the commanding officer of the yacht for duty and command of the vessel . I at once proceeded to carry out the verbal orders given me before I left the academy , and detailed six privates , two corporals , and as many officers , for guard duty . One sentry was posted on deck , while the officer remained in the cabin , and <char> the corporal </char> in <place> the forecastle </place> , the latter going on deck twice each hour , to strike the bells and see that every thing was snug . At the time the attack was made , private Simmonds was the sentinel on deck , and lieutenant Jackson the officer of the guard ."
UKQIKH	5843	I	home	must go , ’ said Gilbert , as they walked <place> home </place> , ‘ <char> I </char> wish papa would listen to anything . ’ ‘ He	tug of war . She was glad she had come , for the boy suffered a good deal , and was faint , and Mr. Bowles pronounced his mouth in no state for a ride to Tremblam . ‘ I must go , ’ said Gilbert , as they walked <place> home </place> , ‘ <char> I </char> wish papa would listen to anything . ’ ‘ He would not wish you to hurt yourself . ’	the apothecary was peremptory and facetious . ‘ He had expected that he should soon see him after his papa ’s return ! ’ And with a ‘ soon be over , ’ he set him down , and Albinia bravely stood a desperate wringing of her hand at the tug of war . She was glad she had come , for the boy suffered a good deal , and was faint , and Mr. Bowles pronounced his mouth in no state for a ride to Tremblam . ‘ I must go , ’ said Gilbert , as they walked <place> home </place> , ‘ <char> I </char> wish papa would listen to anything . ’ ‘ He would not wish you to hurt yourself . ’
YHUOYZ	10474	"the Chief--""a"	a good country	"looked into one another 's eyes . "" It is <place> a good country </place> , Dawson , "" said <char> the Chief--""a </char> jolly good country , and worth big risks to oneself"	"to state your case . I will support you as long as I am in this chair . "" Dawson held out his hand . "" Thank you , "" he said simply . The two men clasped hands and looked into one another 's eyes . "" It is <place> a good country </place> , Dawson , "" said <char> the Chief--""a </char> jolly good country , and worth big risks to oneself . It will be saved by plain , honest men if it is to be saved at all ."	"least you will get your chance . There is to be a meeting of the War Committee the first thing to - morrow morning and you are to be summoned . I told the Home Secretary that I should resign myself if they did not give you a full opportunity to state your case . I will support you as long as I am in this chair . "" Dawson held out his hand . "" Thank you , "" he said simply . The two men clasped hands and looked into one another 's eyes . "" It is <place> a good country </place> , Dawson , "" said <char> the Chief--""a </char> jolly good country , and worth big risks to oneself . It will be saved by plain , honest men if it is to be saved at all ."
IXIWKG	36156	her	Emmerton	. Perhaps she feared that Miss Morton 's history of <char> her </char> life at <place> Emmerton </place> might not sound favourably in her sister 's ears ;	, however , was a difficult one , for it was impossible to intrude on her confidence ; and there were few opportunities for gaining it , as Mrs Harrington always made some objection to her going to the cottage . Perhaps she feared that Miss Morton 's history of <char> her </char> life at <place> Emmerton </place> might not sound favourably in her sister 's ears ; but , whatever might be the cause , the dislike became so apparent , that Mrs Herbert gave up all hope of being useful , until the idea of an introduction to Mrs Walton suggested itself to her mind .	feeling that that Friend and that hope were sufficient in all things for her comfort . Mrs Herbert 's interest in Miss Morton had been much excited by Amy 's account , and she was induced to think over many plans that might render her life happier . The undertaking , however , was a difficult one , for it was impossible to intrude on her confidence ; and there were few opportunities for gaining it , as Mrs Harrington always made some objection to her going to the cottage . Perhaps she feared that Miss Morton 's history of <char> her </char> life at <place> Emmerton </place> might not sound favourably in her sister 's ears ; but , whatever might be the cause , the dislike became so apparent , that Mrs Herbert gave up all hope of being useful , until the idea of an introduction to Mrs Walton suggested itself to her mind . In her Miss Morton would find everything that she could require ; warm affection , superior judgment , and the advice and sympathy which Mrs Herbert 's position rendered it impossible to give ; and with such a friend at hand , there would be comparatively little to fear for
RFQKKZ	2775	the lady who sold the so expensive violets at the bottom of the road that leads to the station	the road	my word , I could n't tell you offhand whether <char> the lady who sold the so expensive violets at the bottom of <place> the road </place> that leads to the station </char> , was cheating me or no ; I ca n't	to resemble a chessman and with a hole in the top through which you could see four views of Nauheim . And , as for experience , as for knowledge of one 's fellow beings -- nothing either . Upon my word , I could n't tell you offhand whether <char> the lady who sold the so expensive violets at the bottom of <place> the road </place> that leads to the station </char> , was cheating me or no ; I ca n't say whether the porter who carried our traps across the station at Leghorn was a thief or no when he said that the regular tariff was a lira a parcel .	how we put in our time . How does one put in one 's time ? How is it possible to have achieved nine years and to have nothing whatever to show for it ? Nothing whatever , you understand . Not so much as a bone penholder , carved to resemble a chessman and with a hole in the top through which you could see four views of Nauheim . And , as for experience , as for knowledge of one 's fellow beings -- nothing either . Upon my word , I could n't tell you offhand whether <char> the lady who sold the so expensive violets at the bottom of <place> the road </place> that leads to the station </char> , was cheating me or no ; I ca n't say whether the porter who carried our traps across the station at Leghorn was a thief or no when he said that the regular tariff was a lira a parcel .
TCPFCB	55782	I	America	had paid him the thousand pounds he should go to <place> America </place> . I agreed to all this -- <char> I </char> could do nothing else -- and then we parted .	"wife at the Turnpike House , and that he would get money from her which would enable him to lie low for a time while Roper was searching for him . It was arranged that when I was married and had paid him the thousand pounds he should go to <place> America </place> . I agreed to all this -- <char> I </char> could do nothing else -- and then we parted . "" "" Is that the truth ? """	", he would be in trouble himself . So he agreed to wait until I had married Inez and then to accept a thousand pounds . Meanwhile , he kept the bill and promised to hold his tongue about it . He said he was going on to see his wife at the Turnpike House , and that he would get money from her which would enable him to lie low for a time while Roper was searching for him . It was arranged that when I was married and had paid him the thousand pounds he should go to <place> America </place> . I agreed to all this -- <char> I </char> could do nothing else -- and then we parted . "" "" Is that the truth ? """
GHVNTU	4599	Cradell	the streets bordering on Burton Crescent	". "" "" Look here , Johnny , "" said <char> Cradell </char> , as they got into one of <place> the streets bordering on Burton Crescent </place> , "" you know the last thing in the world"	"him his shoes , "" said Cradell , "" I do n't suppose he 'd ever think of asking you to do such a thing , unless he was in a very great hurry , or something of that kind . "" "" Look here , Johnny , "" said <char> Cradell </char> , as they got into one of <place> the streets bordering on Burton Crescent </place> , "" you know the last thing in the world I should like to do would be to offend you . "" "" All right , Caudle , "" said Eames , going on , whereas his companion had shown a tendency towards stopping ."	"averse to "" all that kind of thing , "" was nevertheless open to flattery . When Cradell told him that though FitzHoward could not manage the Tartar knight , he might probably do so ; he was inclined to believe what Cradell said . "" And as to getting him his shoes , "" said Cradell , "" I do n't suppose he 'd ever think of asking you to do such a thing , unless he was in a very great hurry , or something of that kind . "" "" Look here , Johnny , "" said <char> Cradell </char> , as they got into one of <place> the streets bordering on Burton Crescent </place> , "" you know the last thing in the world I should like to do would be to offend you . "" "" All right , Caudle , "" said Eames , going on , whereas his companion had shown a tendency towards stopping ."
ZLIUUE	41826	you	upstairs	"at me ; and then she said : "" Will <char> you </char> have the goodness to go <place> upstairs </place> , Heather ? "" But Captain Carbury interfered . """	"opened , and Lady Helen Dalrymple and my father entered the room side by side . Lady Helen gave a freezing bow to Captain Carbury , who was a very slight acquaintance of hers , and a more freezing stare at me ; and then she said : "" Will <char> you </char> have the goodness to go <place> upstairs </place> , Heather ? "" But Captain Carbury interfered . "" If you will permit me , Lady Helen , I should like Miss Heather Grayson to remain where she is ."	"? "" "" May I come with you to father ? "" "" If you really wish it , of course you may ; but I should prefer to be alone with him just now . "" Before either of us had time to utter another word the door was opened , and Lady Helen Dalrymple and my father entered the room side by side . Lady Helen gave a freezing bow to Captain Carbury , who was a very slight acquaintance of hers , and a more freezing stare at me ; and then she said : "" Will <char> you </char> have the goodness to go <place> upstairs </place> , Heather ? "" But Captain Carbury interfered . "" If you will permit me , Lady Helen , I should like Miss Heather Grayson to remain where she is ."
WNNOUW	36251	you	here	You ai n’t paid anybody for the right to camp <place> here </place> , have <char> you </char> ? ” “ _ Paid _	guess not . And you ’ve got to prove trespass . ” “ I ’ll prove it with the flat o ’ my hand on your ears , ye young rascal ! ” declared the man , hotly . “ You ai n’t paid anybody for the right to camp <place> here </place> , have <char> you </char> ? ” “ _ Paid _	no harm . ” “ Ye air trespassin ’ , ” declared the man . “ Going to build a fire , too , was ye ? That ’s against the law , anyway . ” “ To build a campfire ? ” demanded Neale , quickly . “ I guess not . And you ’ve got to prove trespass . ” “ I ’ll prove it with the flat o ’ my hand on your ears , ye young rascal ! ” declared the man , hotly . “ You ai n’t paid anybody for the right to camp <place> here </place> , have <char> you </char> ? ” “ _ Paid _
VJVRXB	22597	One of us	here	". "" "" What do you mean ? "" "" <char> One of us </char> wo n't leave <place> here </place> . "" Harry frowned , then tried cunning ."	"I fixed the ship nicely . "" "" You do n't understand at all-- "" "" I counted on your being a hero , trying to save us . So , I escaped . "" "" For three years only . "" "" What do you mean ? "" "" <char> One of us </char> wo n't leave <place> here </place> . "" Harry frowned , then tried cunning ."	"this deviant 's crimes . "" You were lucky to get banishment instead of death . "" He grinned . "" So were you . "" "" True . I tried to find the proper place , where you 'd have some chance . "" He laughed openly . "" I fixed the ship nicely . "" "" You do n't understand at all-- "" "" I counted on your being a hero , trying to save us . So , I escaped . "" "" For three years only . "" "" What do you mean ? "" "" <char> One of us </char> wo n't leave <place> here </place> . "" Harry frowned , then tried cunning ."
MTPWAW	41256	I	the room	be prepared , into which I had him conveyed . <char> I </char> darkened <place> the room </place> , and desired , that he might be kept perfectly	transient , emotion passed over his features . With a trembling hand he seized and swallowed the medicine I had offered , and again relapsed into a kind of lethargic stupor . I then gave orders for a bed to be prepared , into which I had him conveyed . <char> I </char> darkened <place> the room </place> , and desired , that he might be kept perfectly quiet . I retired to my apartment , my confinement was yet but recent , and I had not perfectly recovered my strength .	entreating him to take it , he once more raised himself , and looked up.--Our eyes met , his were wild and unsettled . ' That voice,'--said he , in a low tone , ' that countenance -- Oh God ! where am I ? ' A strong , but transient , emotion passed over his features . With a trembling hand he seized and swallowed the medicine I had offered , and again relapsed into a kind of lethargic stupor . I then gave orders for a bed to be prepared , into which I had him conveyed . <char> I </char> darkened <place> the room </place> , and desired , that he might be kept perfectly quiet . I retired to my apartment , my confinement was yet but recent , and I had not perfectly recovered my strength .
OUHYIH	56195	their scouting parties	The junction	"Bovigny . We may be able to make it before <char> their scouting parties </char> can cross the country . "" <place> The junction </place> was reached , and the train continued to the north"	"to Liège , below Tilft . Jacques appeared at the door of the compartment , and hurriedly said : "" We are trying to reach the main road and go north to Rivage . The trains behind have returned to Bovigny . We may be able to make it before <char> their scouting parties </char> can cross the country . "" <place> The junction </place> was reached , and the train continued to the north without stopping . Five miles north of the junction Ralph was the first to notice a peculiar moving dust cloud a mile or so distant east of the train ."	"before the train had gone twelve miles . They were still several miles from the junction , Trois Ponts , the main line of which led northeast to Liège , when the first disquieting rumors were heard by Pierre and the boys . The Germans had cut the direct road to Liège , below Tilft . Jacques appeared at the door of the compartment , and hurriedly said : "" We are trying to reach the main road and go north to Rivage . The trains behind have returned to Bovigny . We may be able to make it before <char> their scouting parties </char> can cross the country . "" <place> The junction </place> was reached , and the train continued to the north without stopping . Five miles north of the junction Ralph was the first to notice a peculiar moving dust cloud a mile or so distant east of the train ."
KFXCRT	5148	the wincing and shouting victims	England	- whips , swayed by the most vigorous arms in <place> England </place> ; but <char> the wincing and shouting victims </char> had no sooner scrambled back a few yards from the	earth clinging to their points flew into the outer ring , and a spray of people , dashed from the solid wave behind , were thrown against the line of the beaters - out . Down came the long horse - whips , swayed by the most vigorous arms in <place> England </place> ; but <char> the wincing and shouting victims </char> had no sooner scrambled back a few yards from the merciless cuts , before a fresh charge from the rear hurled them once more into the arms of the prize - fighters . Many threw themselves down upon the turf and allowed successive waves to pass over their bodies ,	, all the heads swaying rhythmically in the one direction like a wheatfield in a squall . With every impulsion the oscillation increased , those in front trying vainly to steady themselves against the rushes from behind , until suddenly there came a sharp snap , two white stakes with earth clinging to their points flew into the outer ring , and a spray of people , dashed from the solid wave behind , were thrown against the line of the beaters - out . Down came the long horse - whips , swayed by the most vigorous arms in <place> England </place> ; but <char> the wincing and shouting victims </char> had no sooner scrambled back a few yards from the merciless cuts , before a fresh charge from the rear hurled them once more into the arms of the prize - fighters . Many threw themselves down upon the turf and allowed successive waves to pass over their bodies , whilst others , driven wild by the blows , returned them with their hunting - crops and walking - canes .
ZXVBKR	36961	you	East	and that she was crazy about it . “ Did <char> you </char> come <place> East </place> then ? ” Dan returned to what she had been	the rest of the dinner up for you and Dan , but I let myself go on the soup , it ’s my favorite . ” She did not eat it , however , although she said it was splendid and that she was crazy about it . “ Did <char> you </char> come <place> East </place> then ? ” Dan returned to what she had been saying .	soup awfully . What is it?”—just touching it with her spoon . “ Why , ” Ruggles hastened to tell her , “ it ai n’t a _ party _ soup , it ’s Scotch broth . But somehow it sounded good on the bill of fare . I fixed the rest of the dinner up for you and Dan , but I let myself go on the soup , it ’s my favorite . ” She did not eat it , however , although she said it was splendid and that she was crazy about it . “ Did <char> you </char> come <place> East </place> then ? ” Dan returned to what she had been saying .
VYNBWI	47965	he	Anne Hathaway ’s garden	, that he could have been always base ? When <char> he </char> had made that passionate protestation in <place> Anne Hathaway ’s garden </place> , for example , and besought her only to keep	him as a very charitable person might forgive a cardsharper ; there was no malice nor hatred in her heart against him , but she could never take him to her heart again . Was it possible , she wondered , that he could have been always base ? When <char> he </char> had made that passionate protestation in <place> Anne Hathaway ’s garden </place> , for example , and besought her only to keep her heart free for him for a little time , to give him a chance of proving himself worthy of her ; had he had this hateful plan of fraud and falsehood in his mind even then ? If he	, remember , ’ had been Mrs. Jordan ’s words in appeal to her charity and pity , but they found no response in Margaret ’s bosom . ‘ One can forgive anything at seventeen , ’ was her reflection , ‘ save hypocrisy and deceit . ’ She forgave him as a very charitable person might forgive a cardsharper ; there was no malice nor hatred in her heart against him , but she could never take him to her heart again . Was it possible , she wondered , that he could have been always base ? When <char> he </char> had made that passionate protestation in <place> Anne Hathaway ’s garden </place> , for example , and besought her only to keep her heart free for him for a little time , to give him a chance of proving himself worthy of her ; had he had this hateful plan of fraud and falsehood in his mind even then ? If he was not to be believed _ then _ , if what he said then was not the utterance of genuine love and honesty , what word of man was to be credited ?
RPCZXK	11674	he	the ancient town	perfume of the blossoming orchards through the narrow lanes of <place> the ancient town </place> . Once , years before , <char> he </char> had been in Italy on a Catholic pilgrimage	two in the afternoon the air was almost uncomfortably hot . Accustomed to the cold wind of Madrid and to the winter rains , Rafael inhaled , with a sense of voluptuous pleasure , the warm breeze that wafted the perfume of the blossoming orchards through the narrow lanes of <place> the ancient town </place> . Once , years before , <char> he </char> had been in Italy on a Catholic pilgrimage , entrusted by his mother to the care of a priest from Valencia , who would not think of returning to Spain without paying a visit to don Carlos . A memory of a Venetian _ calle _ now came	as usual , without a doubt ! And , lest they should call him , and suddenly deprive him of his keen enjoyment at being alone , he left the _ patio _ and went out into the street . It was only the month of March ; but at two in the afternoon the air was almost uncomfortably hot . Accustomed to the cold wind of Madrid and to the winter rains , Rafael inhaled , with a sense of voluptuous pleasure , the warm breeze that wafted the perfume of the blossoming orchards through the narrow lanes of <place> the ancient town </place> . Once , years before , <char> he </char> had been in Italy on a Catholic pilgrimage , entrusted by his mother to the care of a priest from Valencia , who would not think of returning to Spain without paying a visit to don Carlos . A memory of a Venetian _ calle _ now came back to Rafael 's mind as he traversed the streets of old Alcira -- shadowy , cramped , sunk deep as wells between rows of high
MHSGKH	35149	we	his country residence	. And no one can have a livelier enjoyment in <place> his country residence </place> than <char> we </char> had in ours . We lodged in a	an expanded leaf . We danced round it and sang for joy . Near this plantation we then placed a little pasteboard house , and before it a small bench , on which we put some paper gentlemen and ladies . And no one can have a livelier enjoyment in <place> his country residence </place> than <char> we </char> had in ours . We lodged in a dark and very small	, to see whether the pea had not begun to sprout . Our delight was great , when , on the twenty - fourth day , after the planting , we saw a little swelling up of the pea , beautifully green and very shy , just peeping up with an expanded leaf . We danced round it and sang for joy . Near this plantation we then placed a little pasteboard house , and before it a small bench , on which we put some paper gentlemen and ladies . And no one can have a livelier enjoyment in <place> his country residence </place> than <char> we </char> had in ours . We lodged in a dark and very small
MEELPC	5493	the steward of the palace	the palace	the chariot , the former desired a lictor to call <char> the steward of <place> the palace </char> </place> , and then he and his companion inspected first the	, ” cried the prefect . “ But here we are , eternal gods ! I never imagined anything so bad as this . From a distance it always looked handsome enough ! ” Titianus and the architect descended from the chariot , the former desired a lictor to call <char> the steward of <place> the palace </char> </place> , and then he and his companion inspected first the door which led into it . It looked fine enough with its double columns which supported a lofty pediment , but , all the same , it did not present a particularly pleasing aspect , for the stucco had ,	busy they help each other , in idleness they bite each other , like unbroken horses harnessed to the same pole . The wolf is a fine brute , but if you break out his teeth he becomes a mangy hound . ” “ You speak after my own heart , ” cried the prefect . “ But here we are , eternal gods ! I never imagined anything so bad as this . From a distance it always looked handsome enough ! ” Titianus and the architect descended from the chariot , the former desired a lictor to call <char> the steward of <place> the palace </char> </place> , and then he and his companion inspected first the door which led into it . It looked fine enough with its double columns which supported a lofty pediment , but , all the same , it did not present a particularly pleasing aspect , for the stucco had , in several places , fallen from the walls , the capitals of the marble columns were lamentably injured and the tall doors , overlaid with metal , hung askew on their hinges .
WKIXXL	35671	Nan	New York	came , telling the date of Julian 's sailing from <place> New York </place> and that <char> Nan </char> was returning by the same ship . Nine days after	"! Too thin . We 're a submarine . Did n't you know ? "" More than men and boats had been sacrificed in the war . CHAPTER XXVIII Napier was not yet out of the hospital when the cable came , telling the date of Julian 's sailing from <place> New York </place> and that <char> Nan </char> was returning by the same ship . Nine days after , Napier sat in his sister 's London house , raging feverishly at his slow convalescence , which was n't in reality slow at all ."	"went on . She faded . She was gone . "" They 're afraid it 's a trap , "" said the engineer . "" You did n't know it , but we 're a decoy - boat , ha , ha ! Signals of distress ? Ha ! ha ! Too thin . We 're a submarine . Did n't you know ? "" More than men and boats had been sacrificed in the war . CHAPTER XXVIII Napier was not yet out of the hospital when the cable came , telling the date of Julian 's sailing from <place> New York </place> and that <char> Nan </char> was returning by the same ship . Nine days after , Napier sat in his sister 's London house , raging feverishly at his slow convalescence , which was n't in reality slow at all ."
OCVIAO	222	the chiefess	Strickland	. Fear makes them cruel .... I decided to see <place> Strickland </place> , and when I had finished with <char> the chiefess </char> asked for a boy to show me the way .	"that if she used the brook again men would come and burn down her house . "" "" Brutes , "" I said . "" < i Mais non , mon cher monsieur > , men are always the same . Fear makes them cruel .... I decided to see <place> Strickland </place> , and when I had finished with <char> the chiefess </char> asked for a boy to show me the way . But none would accompany me , and I was forced to find it alone ."	"looked upon Strickland , and she kept out of their way . Once some women , venturing nearer than usual to the plantation , saw her washing clothes in the brook , and they threw stones at her . After that the trader was told to give her the message that if she used the brook again men would come and burn down her house . "" "" Brutes , "" I said . "" < i Mais non , mon cher monsieur > , men are always the same . Fear makes them cruel .... I decided to see <place> Strickland </place> , and when I had finished with <char> the chiefess </char> asked for a boy to show me the way . But none would accompany me , and I was forced to find it alone ."
