ID	book_id	char_text	place_text	context_10	context_50	context_100
HFTHWU	4235	she	old haunts	Her mother had cultivated her love for Ormersfield , and <char> she </char> was charmed by her visits to <place> old haunts </place> , well remembering everything . She gladly recognised the little	not look on him as a stranger nor as a formidable being ; but was always recurring to the almost monitorial sense of protection , with which she formerly used to regard him , when she shared his nursery . Her mother had cultivated her love for Ormersfield , and <char> she </char> was charmed by her visits to <place> old haunts </place> , well remembering everything . She gladly recognised the little low - browed church , the dumpy tower , and grave - yard rising so high that it seemed to intend to bury the church itself , and permitted many a view , through the lattices , of the seats	of her cousin Fitzjocelyn . Probably good Aunt Melicent would distrust him ; and yet his odd startling talk , and the arch look of mischief in the corners of his mouth and eyes , had so much likeness to the little Louis of old times , that she could not look on him as a stranger nor as a formidable being ; but was always recurring to the almost monitorial sense of protection , with which she formerly used to regard him , when she shared his nursery . Her mother had cultivated her love for Ormersfield , and <char> she </char> was charmed by her visits to <place> old haunts </place> , well remembering everything . She gladly recognised the little low - browed church , the dumpy tower , and grave - yard rising so high that it seemed to intend to bury the church itself , and permitted many a view , through the lattices , of the seats , and the Fitzjocelyn hatchments and monuments . She lingered after church on Sunday afternoon with Mrs. Frost to look at Lady Fitzjocelyn 's monument . It was in the chancel , a recumbent figure in white marble , as if newly fallen asleep , and with the lovely features
PWQKSR	6185	He	the house	. He was thought ful of the girl too . <char> He </char> only went to <place> the house </place> when he knew her father was present , or when	seemed little compatible with his character ; but for this young outlaw in the world he had something more . He even laboured carefully to turn the girl ’s father in its favour ; but as yet to little purpose . He was thought ful of the girl too . <char> He </char> only went to <place> the house </place> when he knew her father was present , or when she was away . Once while he was there , Father Halen and his sister , Mrs. Lauder , came . They found Pierre with the child , rocking the cradle , and humming as he did so an old	at poker . The girl , Nora , was apprehensive -- for her father ; she hated the other man now . Pierre was courteous to her , scrupulous in word and look , and fond of her child . He had always shown a gentleness to children , which seemed little compatible with his character ; but for this young outlaw in the world he had something more . He even laboured carefully to turn the girl ’s father in its favour ; but as yet to little purpose . He was thought ful of the girl too . <char> He </char> only went to <place> the house </place> when he knew her father was present , or when she was away . Once while he was there , Father Halen and his sister , Mrs. Lauder , came . They found Pierre with the child , rocking the cradle , and humming as he did so an old song of the coureurs de bois : “ Out of the hills comes a little white deer , Poor little vaurien , o , ci , ci ! Come to my home , to my home down here , Sister and brother and child o ’ me Poor little ,
VXGKXS	12224	the Marchbanks	_ home _	, in their rich and beautiful arrangement , had made <place> _ home _ </place> , as well as enshrined <char> the Marchbanks </char> family in their sacredness of elegance , were only miscellaneous	"- out woman , had gone to the home that offered to her,--her sister - in - law 's ; Olivia and Adelaide were going to the Haddens ; the children were at Mrs. Hobart 's ; the things that , in their rich and beautiful arrangement , had made <place> _ home _ </place> , as well as enshrined <char> the Marchbanks </char> family in their sacredness of elegance , were only miscellaneous "" loads "" now , transported and discharged in haste , or heaped up confusedly to await removal . And the sleek servants , to whom , doubtless , it had seemed that their Rome could never fall , were"	"at the casements ; through the wide , airy halls ; up and into the rooms where we had stood a little while before ; where , a little before that , the children had been safe asleep in their nursery beds . Mrs. Marchbanks , like any other burnt - out woman , had gone to the home that offered to her,--her sister - in - law 's ; Olivia and Adelaide were going to the Haddens ; the children were at Mrs. Hobart 's ; the things that , in their rich and beautiful arrangement , had made <place> _ home _ </place> , as well as enshrined <char> the Marchbanks </char> family in their sacredness of elegance , were only miscellaneous "" loads "" now , transported and discharged in haste , or heaped up confusedly to await removal . And the sleek servants , to whom , doubtless , it had seemed that their Rome could never fall , were suddenly , as much as any common Bridgets and Patricks , "" out of a place . "" Not that there would be any permanent difference ; it was only the story and attitude of a night . The power was still behind ; the "" Tailor "" would sew"
EXKERH	10440	you	Hudson House	"Quong Lee ! "" snapped Mooney . "" Where have <char> you </char> been ? "" "" Fulton Market -- and <place> Hudson House </place> . I left here quarter of four . I have"	", who was carrying the terrapin . "" Sure ! "" he called back . "" Sit down , boys . What 'd yer want ? Ca n't yer tell a feller ? "" "" We want you for croaking Quong Lee ! "" snapped Mooney . "" Where have <char> you </char> been ? "" "" Fulton Market -- and <place> Hudson House </place> . I left here quarter of four . I have n't seen Quong Lee . Where was he killed ? "" Mooney laughed sardonically . "" That 'll do for you , Mock ! Your alibi ai n't worth a damn this time . I saw you myself . """	", Emma ? "" Emma Pratt , clad in a wrapper and lying on the big double brass bedstead in the rear room , raised herself on one elbow . "" Yep ! "" she called through the passage . "" Got the bird ? "" Mock looked at Murtha , who was carrying the terrapin . "" Sure ! "" he called back . "" Sit down , boys . What 'd yer want ? Ca n't yer tell a feller ? "" "" We want you for croaking Quong Lee ! "" snapped Mooney . "" Where have <char> you </char> been ? "" "" Fulton Market -- and <place> Hudson House </place> . I left here quarter of four . I have n't seen Quong Lee . Where was he killed ? "" Mooney laughed sardonically . "" That 'll do for you , Mock ! Your alibi ai n't worth a damn this time . I saw you myself . "" "" You saw someone else , "" Mock assured him politely . "" I have n't been in Chinatown . "" "" Say , what yer doin' wit ' my Chink ? "" demanded Emma , appearing in the doorway . "" He was sittin ' here wit ' me"
SFYNTK	61995	You	the _ Cabinet de Beauté _	", and presently was walking by their sides . "" <char> You </char> keep <place> the _ Cabinet de Beauté _ </place> ? "" she said . "" We do and we"	"whatsoever of the faded - looking old ladies , but Louise recognised them . Quick as thought she made up her mind . She said a word to her companion , explained that she knew the _ chères demoiselles _ , and presently was walking by their sides . "" <char> You </char> keep <place> the _ Cabinet de Beauté _ </place> ? "" she said . "" We do and we have almost ruined ourselves for nothing , "" said M'selle Close . Tears crept between her eyelids . "" Tell me everything , "" said Louise , "" and perhaps I can help . "" "" You ! How can"	"? Suddenly , as they were approaching Arles , hoping not to be recognised , whom should they see coming to meet them but several girls belonging to the school of la Princesse de Fleury ! Amongst these girls was Louise Grognan . Most of the girls took no notice whatsoever of the faded - looking old ladies , but Louise recognised them . Quick as thought she made up her mind . She said a word to her companion , explained that she knew the _ chères demoiselles _ , and presently was walking by their sides . "" <char> You </char> keep <place> the _ Cabinet de Beauté _ </place> ? "" she said . "" We do and we have almost ruined ourselves for nothing , "" said M'selle Close . Tears crept between her eyelids . "" Tell me everything , "" said Louise , "" and perhaps I can help . "" "" You ! How can you possibly help ? "" "" Well , at least tell me ; I will do my best . "" So the old ladies described how they had to give up their profession . They could no longer use the masseuse on the hand nor the rouge on the cheeks"
KMXDLD	15607	the captives	home	". "" CHAPTER LIII . THE PRISONERS . Many of <char> the captives </char> were coming <place> home </place> . Prison after prison had given up its starving ,"	"cake , and maybe a dance in the kitchen , to say nothing of the feather bed which she had not dared to offer Katy Cameron , but which she thought would come in play for "" Miss Dr. Grant . "" CHAPTER LIII . THE PRISONERS . Many of <char> the captives </char> were coming <place> home </place> . Prison after prison had given up its starving , vermin - eaten inmates , while all along the Northern lines loving hearts were waiting , and friendly hands outstretched to welcome them back to "" God 's land , "" as the poor , suffering creatures termed the soil"	"downstairs , but this did not prevent her saying , abruptly , as Katy stood by the sink : "" Be you two engaged ? "" "" We are , "" was Katy 's frank reply , which brought back all Aunt Betsy 's visions of roasted fowls and frosted cake , and maybe a dance in the kitchen , to say nothing of the feather bed which she had not dared to offer Katy Cameron , but which she thought would come in play for "" Miss Dr. Grant . "" CHAPTER LIII . THE PRISONERS . Many of <char> the captives </char> were coming <place> home </place> . Prison after prison had given up its starving , vermin - eaten inmates , while all along the Northern lines loving hearts were waiting , and friendly hands outstretched to welcome them back to "" God 's land , "" as the poor , suffering creatures termed the soil over which waved the Stars and Stripes , for which they had fought so bravely . Wistfully , thousands of eyes ran over the long columns of names of those returned , each eye seeking for its own , and growing dim with tears as it failed to find it"
OUUMDR	29363	he	the Court of Celle	of H. E. Highness ’s dragoons . In early life <char> he </char> had been page in <place> the Court of Celle </place> ; and it was said that he and the pretty	of Königsmarck , also was implicated in the affair ; and perhaps it is a pity he ever brought his pretty neck out of it . He went over to Hanover , and was soon appointed colonel of a regiment of H. E. Highness ’s dragoons . In early life <char> he </char> had been page in <place> the Court of Celle </place> ; and it was said that he and the pretty Princess Sophia Dorothea , who by this time was married to her cousin George the Electoral prince , had been in love with each other as children . Their loves were now to be renewed , not innocently , and	escaped but deserved being hanged in England , for the murder of Tom Thynne of Longleat . He had a little brother in London with him at this time,—as great a beauty , as great a dandy , as great a villain as his elder . This lad , Philip of Königsmarck , also was implicated in the affair ; and perhaps it is a pity he ever brought his pretty neck out of it . He went over to Hanover , and was soon appointed colonel of a regiment of H. E. Highness ’s dragoons . In early life <char> he </char> had been page in <place> the Court of Celle </place> ; and it was said that he and the pretty Princess Sophia Dorothea , who by this time was married to her cousin George the Electoral prince , had been in love with each other as children . Their loves were now to be renewed , not innocently , and to come to a fearful end . A biography of the wife of George I , by Dr. Doran , has lately appeared , and I confess I am astounded at the verdict which that writer has delivered , and at his acquittal of this most unfortunate lady . That
KXYHPX	21459	I	the river	took off my jacket ; I waved it frantically . <char> I </char> was about to plunge into <place> the river </place> to swim across , but the current was very strong	of cutting them off on their return ; but they were moving west , and going from me . I shouted at the top of my voice , though at that distance they could not possibly hear me . I took off my jacket ; I waved it frantically . <char> I </char> was about to plunge into <place> the river </place> to swim across , but the current was very strong and rapid , swelled by the melting snows of the mountains . I had good reason to dread being carried away should I make the attempt . I ran on , hoping to find a ford or some high spot	rocky ridge , which extended at a distance for some miles parallel with it , two horsemen . From the way they rode along I had no doubt that they were my friends the Raggets in search of me . Had they been going east I might have had hopes of cutting them off on their return ; but they were moving west , and going from me . I shouted at the top of my voice , though at that distance they could not possibly hear me . I took off my jacket ; I waved it frantically . <char> I </char> was about to plunge into <place> the river </place> to swim across , but the current was very strong and rapid , swelled by the melting snows of the mountains . I had good reason to dread being carried away should I make the attempt . I ran on , hoping to find a ford or some high spot whence my signals might be more easily seen . No elevated ground appeared , but the banks were very uneven , sometimes rocky , in some places overgrown with brushwood , so that my progress was very slow , and the horsemen disappeared in the distance . It soon after
EFYPMR	33612	Jean	an abandoned shack	quarter of a mile ahead there was the wreck of <place> an abandoned shack </place> which might suffice to keep <char> Jean </char> dry , and Angus sent his team into their collars	"opaque , seemed to have been let down . "" I 'm afraid we ca n't make the ranch without a wetting , "" Angus said . "" And my best duds , too ! "" Jean groaned . A quarter of a mile ahead there was the wreck of <place> an abandoned shack </place> which might suffice to keep <char> Jean </char> dry , and Angus sent his team into their collars ; but they had not covered half the distance when with a hissing rush the gray barrier was upon them . And it was not rain , but hail ! The stones varied in size from that of buckshot to"	". A gust of cold wind struck their faces . The dust of the trail rose in clouds , and behind it they heard the roar of the wind . Beyond that again , as they topped a rise and obtained a view , a gray veil , dense , opaque , seemed to have been let down . "" I 'm afraid we ca n't make the ranch without a wetting , "" Angus said . "" And my best duds , too ! "" Jean groaned . A quarter of a mile ahead there was the wreck of <place> an abandoned shack </place> which might suffice to keep <char> Jean </char> dry , and Angus sent his team into their collars ; but they had not covered half the distance when with a hissing rush the gray barrier was upon them . And it was not rain , but hail ! The stones varied in size from that of buckshot to robin 's eggs . Under the bombardment the dust puffed from the trail . The horses leaped and swerved at the pelting punishment , refusing to face it . "" Throw the lap - robe over your head , "" Angus told Jean , and thereafter was occupied exclusively with"
SSWLUK	7979	her	the house in which she was working	patience had turned to account . He went to find <char> her </char> , as they had agreed , at <place> the house in which she was working </place> . He was abashed at the idea of entering alone	"not of the first class ; it was the first crisis of his life . It happened one afternoon . His mother had dressed him in his cleanest clothes , old clothes given to her which Louisa 's ingenuity and patience had turned to account . He went to find <char> her </char> , as they had agreed , at <place> the house in which she was working </place> . He was abashed at the idea of entering alone . A footman was swaggering in the porch ; he stopped the boy , and asked him patronizingly what he wanted . Jean - Christophe blushed , and murmured that he had come to see "" Frau Krafft""--as he had"	"least idea but that his parents were completely their own masters . It was a shock to his whole being when , for the first time , he perceived that among men there are those who command , and those who are commanded , and that his own people were not of the first class ; it was the first crisis of his life . It happened one afternoon . His mother had dressed him in his cleanest clothes , old clothes given to her which Louisa 's ingenuity and patience had turned to account . He went to find <char> her </char> , as they had agreed , at <place> the house in which she was working </place> . He was abashed at the idea of entering alone . A footman was swaggering in the porch ; he stopped the boy , and asked him patronizingly what he wanted . Jean - Christophe blushed , and murmured that he had come to see "" Frau Krafft""--as he had been told to say . "" Frau Krafft ? What do you want with Frau Krafft ? "" asked the footman , ironically emphasizing the word _ Frau _ , "" Your mother ? Go down there . You will find Louisa in the kitchen at the end of the"
RJLTCW	6806	gentlemen	Eltham Castle	"a crowd of weavers , when you might be at <place> Eltham Castle </place> with <char> gentlemen </char> . "" "" I will tell you why . At"	"about -- born conservatives every one of them--'dyed in the wool , ' as a Bradford man would say . "" "" Why do you quote what Bradford men say ? I can not imagine what makes you go among a crowd of weavers , when you might be at <place> Eltham Castle </place> with <char> gentlemen </char> . "" "" I will tell you why . At Eltham we yawn and stagnate together . The weavers prick and pinch me in a thousand places . They make me dream of living . "" "" Drink your tea , Antony and do n't be foolish . "" He"	". Some people might imagine you meant what you said . You know very well that the thousand years of ' stagnation , ' as you call it , of the Hallams , is a most respectable thing . "" "" Very respectable indeed ! That is all women think about -- born conservatives every one of them--'dyed in the wool , ' as a Bradford man would say . "" "" Why do you quote what Bradford men say ? I can not imagine what makes you go among a crowd of weavers , when you might be at <place> Eltham Castle </place> with <char> gentlemen </char> . "" "" I will tell you why . At Eltham we yawn and stagnate together . The weavers prick and pinch me in a thousand places . They make me dream of living . "" "" Drink your tea , Antony and do n't be foolish . "" He shrugged his shoulders and laughed . Upon the whole , he rather liked the look of astonishment in his sister 's gray eyes , and the air of puzzled disapproval in her manner . He regarded ignorance on a great many matters as the natural and admirable condition of womanhood"
DUDUTN	65310	I	here	besides I hear they ’re having a rainy spring . <char> I </char> ’ve a lot of things on <place> here </place> and simply ca n’t go . ” She was lying	Mrs. Pleyden ’s habit to move to Atlantic City in April and she began her usual preparations on the day after the party in spite of remonstrances from Polly . “ I ’m sick to death of Atlantic City and besides I hear they ’re having a rainy spring . <char> I </char> ’ve a lot of things on <place> here </place> and simply ca n’t go . ” She was lying on a sofa in her mother ’s bedroom and wore a pale green negligée in delicate harmony with the pink of her cheeks , unimpaired by a cacophonous winter . As usual she was smoking . Mrs. Pleyden , who	me a peach ? It ’s a pleasure to watch you . And when I eat a hothouse peach in winter I feel as if I had dissolved a pearl in champagne — although Cleopatra ’s wines must have been stronger than bootleggers ’ . ” CHAPTER V It was Mrs. Pleyden ’s habit to move to Atlantic City in April and she began her usual preparations on the day after the party in spite of remonstrances from Polly . “ I ’m sick to death of Atlantic City and besides I hear they ’re having a rainy spring . <char> I </char> ’ve a lot of things on <place> here </place> and simply ca n’t go . ” She was lying on a sofa in her mother ’s bedroom and wore a pale green negligée in delicate harmony with the pink of her cheeks , unimpaired by a cacophonous winter . As usual she was smoking . Mrs. Pleyden , who was packing her jewels for the safe - deposit vault in her bank , looked up critically . “ I wish you would not smoke so much , if only for the sake of your complexion . The house in Chelsea is ready and the servants go tomorrow . I
ERLXOR	23160	our	our space machine	house . Comrades ... an ancient automobile is flying toward <place> <char> our </char> space machine </place> . Comrades ... it is going to -- Ah ...	"meteor gets larger . It is going to pass close to our wondrous machine . Comrades ... Comrades ... turn to my channel . It is no meteor -- it is square . The accursed Americans have sent up a house . Comrades ... an ancient automobile is flying toward <place> <char> our </char> space machine </place> . Comrades ... it is going to -- Ah ... the picture is gone . "" Moscow reported the conversation , verbatim , to prove their space vehicle was knocked from the sky by a capitalistic plot . Motion pictures clearly showed an American automobile coming toward the Russian satellite"	"Comrades , "" said the senior technician , "" notice the clear view of North America . From here we watch everything ; rivers , towns , almost the people . And see , our upper lens shows the dark spot of a meteor in space . Comrades , the meteor gets larger . It is going to pass close to our wondrous machine . Comrades ... Comrades ... turn to my channel . It is no meteor -- it is square . The accursed Americans have sent up a house . Comrades ... an ancient automobile is flying toward <place> <char> our </char> space machine </place> . Comrades ... it is going to -- Ah ... the picture is gone . "" Moscow reported the conversation , verbatim , to prove their space vehicle was knocked from the sky by a capitalistic plot . Motion pictures clearly showed an American automobile coming toward the Russian satellite . Russian astronomers ordered to seek other strange orbiting devices reported : "" We 've observed cars for weeks . Have been exiling technicians and photographers to Siberia for making jokes of Soviet science . If television proves ancient automobiles are orbiting the world , Americans are caught in obvious"
ROSATA	31135	the King of Greece 's gardens at Corfu	Greece	the second gardener , and I used to work in <char> the King of <place> Greece </place> 's gardens at Corfu </char> . I think that La Violette , the chef ,	"a bandit . "" Well , what 's _ your _ name , anyhow ? Where did you drop from , and what do you know about this affair ? "" queried Holmes . "" Demetrius Xanthopoulos . I am the second gardener , and I used to work in <char> the King of <place> Greece </place> 's gardens at Corfu </char> . I think that La Violette , the chef , is the man who stole the cuff - buttons . He 's entirely too supercilious , and kicks me out of the kitchen every time I try to get in after a hand - out ! "" "" All right"	". "" And the first gardener turned on his heel , whereupon Holmes remarked with a grin : "" Sorry to have troubled you , Herr Blumenroth . You 're all right . You 're exonerated . Next ! "" A short and swarthy fellow entered , who looked like a bandit . "" Well , what 's _ your _ name , anyhow ? Where did you drop from , and what do you know about this affair ? "" queried Holmes . "" Demetrius Xanthopoulos . I am the second gardener , and I used to work in <char> the King of <place> Greece </place> 's gardens at Corfu </char> . I think that La Violette , the chef , is the man who stole the cuff - buttons . He 's entirely too supercilious , and kicks me out of the kitchen every time I try to get in after a hand - out ! "" "" All right . If I were Louis I 'd do the same . Beat it . Next ! "" "" Er , ah,----I beg pardon , Holmes , you have now examined all of the servants . Fourteen of them , you know , "" said Thorneycroft . "" Oh , yes"
BPIXGR	58431	the one brought from his room	his room	was confusion . Mr. Henry , and Tom Brabazon , <char> the one brought from <place> his room </place> </char> by the cries and the light , the other forgetting	been coated with pitch or stuffed with gunpowder , and had suddenly caught fire . Mrs. Butter , nearly beside herself with terror , darted back from the window , uttering scream upon scream . For some little time all was confusion . Mr. Henry , and Tom Brabazon , <char> the one brought from <place> his room </place> </char> by the cries and the light , the other forgetting his needful privacy in the interests of humanity , rushed out of doors , each with a bucket of water . But the burning man , who appeared to have arrived on an iron barrow , was suddenly wheeled to	"some vague fear , stole over her . "" What is it , sir , I ask ? Wo n't you please to say what you want ? "" All in a moment , without warning , the man burst into a blaze . Blazed up as if he had been coated with pitch or stuffed with gunpowder , and had suddenly caught fire . Mrs. Butter , nearly beside herself with terror , darted back from the window , uttering scream upon scream . For some little time all was confusion . Mr. Henry , and Tom Brabazon , <char> the one brought from <place> his room </place> </char> by the cries and the light , the other forgetting his needful privacy in the interests of humanity , rushed out of doors , each with a bucket of water . But the burning man , who appeared to have arrived on an iron barrow , was suddenly wheeled to a safe spot off the premises , and a set of gleeful savages were dancing and shouting round him , while he blazed away . Tom Brabazon stole indoors again . Need you be told that this was the work of the college boys ? It was the "" jolly"
HNOSPY	15294	he	Dunport	This was a welcome link with the busier world outside <place> Dunport </place> ; this was what he had missed since <char> he </char> had ended his college days , a gleam of cosmopolitan	the broad aisle of St. Ann 's church , and Mr. Gerry had caught a glimpse of her between the rows of heads which all looked commonplace by contrast , it seemed to begin a new era of things . This was a welcome link with the busier world outside <place> Dunport </place> ; this was what he had missed since <char> he </char> had ended his college days , a gleam of cosmopolitan sunshine , which made the provincial fog less attractive than ever . He was anxious to claim companionship with this fair citizen of a larger world , and to disclaim any idea of belonging to the humdrum little circle which	, her young cavalier had behaved with most excellent discretion , and feigning neither surprise nor dismay , accepted the announcement in a way that had endeared him still more to his patroness . But on the first Sunday morning , when a most admirable young lady had walked up the broad aisle of St. Ann 's church , and Mr. Gerry had caught a glimpse of her between the rows of heads which all looked commonplace by contrast , it seemed to begin a new era of things . This was a welcome link with the busier world outside <place> Dunport </place> ; this was what he had missed since <char> he </char> had ended his college days , a gleam of cosmopolitan sunshine , which made the provincial fog less attractive than ever . He was anxious to claim companionship with this fair citizen of a larger world , and to disclaim any idea of belonging to the humdrum little circle which exaggerated its own importance . He persuaded himself that he must pay Miss Prince 's guest an early visit . It was very exciting and interesting altogether ; and as he watched the flicker of light in our heroine 's hair as she sat on the straight sofa in her
HTOBCX	59084	a dozen men similarly situated	the great deep	before it takes its final plunge beneath the waves ; <char> a dozen men similarly situated </char> will have less fear of <place> the great deep </place> and the great unknown , because each is , as	sees many others undergoing the same misfortunes as himself , and this is the rule even though he does not wish evil to his comrades in distress . One man on a sinking raft will in all probability go mad before it takes its final plunge beneath the waves ; <char> a dozen men similarly situated </char> will have less fear of <place> the great deep </place> and the great unknown , because each is , as it were , consoled by the knowledge that others too must pass through the grim portals of death at the same time and place and by the same means as he . Thus it was that , though we grumbled	I must admit that we used bad language occasionally , but , as there were so many of us included in the punishment , no one minded it so much as if he were the only delinquent . It helps a man wonderfully to bear hardship and disgrace when he sees many others undergoing the same misfortunes as himself , and this is the rule even though he does not wish evil to his comrades in distress . One man on a sinking raft will in all probability go mad before it takes its final plunge beneath the waves ; <char> a dozen men similarly situated </char> will have less fear of <place> the great deep </place> and the great unknown , because each is , as it were , consoled by the knowledge that others too must pass through the grim portals of death at the same time and place and by the same means as he . Thus it was that , though we grumbled and cursed one minute , the next we laughed and rallied one another ; and we had , moreover , one great consolation -- we knew that the story would rapidly run through the Legion , and that our good comrades , 8000 in number , would laugh with fierce
ZULMPE	9410	You	downstairs	the ground with the police . I 'm going back <place> downstairs </place> now . <char> You </char> go to bed where you belong and stay there .	"I tell you -- even to me . "" Adam Ward whimpered like a child . For another moment McIver glared at him ; then , "" Do n't forget that I saw this affair and that I went over the ground with the police . I 'm going back <place> downstairs </place> now . <char> You </char> go to bed where you belong and stay there . "" He turned abruptly and left the room . But as he went down the stairway McIver drew his handkerchief from his pocket and wiped the perspiration from his brow . "" What in God 's name , "" he"	"you do n't know any more than the rest of us about this business -- you were in your room when you heard the shots . "" "" Yes , of course , Jim -- but I -- I-- "" "" Shut up ! You are not to talk , I tell you -- even to me . "" Adam Ward whimpered like a child . For another moment McIver glared at him ; then , "" Do n't forget that I saw this affair and that I went over the ground with the police . I 'm going back <place> downstairs </place> now . <char> You </char> go to bed where you belong and stay there . "" He turned abruptly and left the room . But as he went down the stairway McIver drew his handkerchief from his pocket and wiped the perspiration from his brow . "" What in God 's name , "" he asked himself , "" did Adam Ward 's excited fears mean ? What terrible thing gave birth to his mad words ? What awful pattern was this that the unseen forces were weaving ? And what part was he , with his love for Helen , destined to fill in"
WUZAUF	19111	his	a hospital bunk	In the dispensary , Ben Martin was stretched out on <place> a hospital bunk </place> with a traction brace around <char> his </char> neck and a copper - haired medical - surgical patrolwoman	, a thin layer of snow covered his burned body . * * * * * An hour later , Car 56 was again on NAT 26 - West , this time heading for Wichita barracks and needed repairs . In the dispensary , Ben Martin was stretched out on <place> a hospital bunk </place> with a traction brace around <char> his </char> neck and a copper - haired medical - surgical patrolwoman fussing over him . In the cab , Clay peered through the now almost - blinding blizzard that whirled and skirled thick snow across the thruway . Traffic densities were virtually zero despite the efforts of the dragonlike snow -	plunging steps and then fell face down in the snow . The car burning and crackled and a thick funereal pyre of oily , black smoke billowed into the gray sky . It was snowing heavily now , and before the troopers could dismount and plow to the fallen man , a thin layer of snow covered his burned body . * * * * * An hour later , Car 56 was again on NAT 26 - West , this time heading for Wichita barracks and needed repairs . In the dispensary , Ben Martin was stretched out on <place> a hospital bunk </place> with a traction brace around <char> his </char> neck and a copper - haired medical - surgical patrolwoman fussing over him . In the cab , Clay peered through the now almost - blinding blizzard that whirled and skirled thick snow across the thruway . Traffic densities were virtually zero despite the efforts of the dragonlike snow - burners trying to keep the roadways clear . The young trooper shivered despite the heavy jacket over his coveralls . Wind whistled through the shell holes in Beulah 's canopy and snow sifted and drifted against the back bulkhead . The cab communications system had been smashed by the gunfire
MGDHFU	14615	his	his room	breath in arguing with the people in private . On <char> his </char> return to <place> his room </place> , one day , he found a glass dish on	house ; and so the visit was a succession of surprises from families who , at the South , count each other 's guests their own . Mr. Grant was a strong anti - secessionist , and he spent much breath in arguing with the people in private . On <char> his </char> return to <place> his room </place> , one day , he found a glass dish on the table , filled with japonicas , camellias , roses , and other early flowers , with the card of a married lady,--with whom he had had a debate,--inscribed , ' From the hottest of the Secessionists . ' He	". ' And Master says , shall he send the carriage round for you this forenoon ? and he will call himself . ' The evening talk was interrupted by a black woman , all smiles , bearing a waiter of ice - cream and other refreshments , from another house ; and so the visit was a succession of surprises from families who , at the South , count each other 's guests their own . Mr. Grant was a strong anti - secessionist , and he spent much breath in arguing with the people in private . On <char> his </char> return to <place> his room </place> , one day , he found a glass dish on the table , filled with japonicas , camellias , roses , and other early flowers , with the card of a married lady,--with whom he had had a debate,--inscribed , ' From the hottest of the Secessionists . ' He seems modified in his views a little about ' the sum of all villanies , ' since his return . "" "" Yes , "" said Mrs. North , "" and the people here explain it by saying , ' O , he was fêted , and flattered . '"
BYFOIV	45926	the Doctor	the police shack	Anderson . On their way to the hotel Carney and <char> the Doctor </char> had gone into <place> the police shack </place> to make certain , through medical examination , that Seth	"Anderson , and for your own sakes , gentlemen , I 'll ask you to wait here in this room -- it will be better . "" Then he was gone . In twenty minutes he was back with Dr. Anderson . On their way to the hotel Carney and <char> the Doctor </char> had gone into <place> the police shack </place> to make certain , through medical examination , that Seth was dead . Upon their entry Jeanette had gone upstairs , the Doctor suggesting this . Dr. Anderson was a Scotchman , absolute , with all that the name implies in canny conservative stubborn adherence to things as they are"	"these men leaves the room , or attempts to hide anything -- I ca n't search them . Do you understand , Jeanette ? "" "" Yes . "" He came back to the room with the girl and said : "" I 'm going for the coroner , Dr. Anderson , and for your own sakes , gentlemen , I 'll ask you to wait here in this room -- it will be better . "" Then he was gone . In twenty minutes he was back with Dr. Anderson . On their way to the hotel Carney and <char> the Doctor </char> had gone into <place> the police shack </place> to make certain , through medical examination , that Seth was dead . Upon their entry Jeanette had gone upstairs , the Doctor suggesting this . Dr. Anderson was a Scotchman , absolute , with all that the name implies in canny conservative stubborn adherence to things as they are ; the apparent consistencies . Here was a man murdered in cold blood ; he was the only one to be considered ; he was the wronged party ; the others were to be viewed with suspicion until by process of elimination they had been cleared of guilt . So"
ETJMDS	4005	I	the road outside	will knock your head . It will be lighter on <place> the road outside </place> . <char> I </char> am so used to this path that I think I	"like the silence and emptiness ; the villages are asleep , and the whole world seems given up to fern - owls and bats and night - moths . Take care of the branch , Mr. Herrick , or you will knock your head . It will be lighter on <place> the road outside </place> . <char> I </char> am so used to this path that I think I could find my way blindfold . "" The two young men were before them , but Elizabeth , to Malcolm 's relief , showed no inclination to join them ; even at this early stage of their acquaintance he experienced"	"fetched her a light gossamer scarf , which she tied over her head . "" Dinah does not care for moonlight rambles , she thinks them frivolous , "" she observed , as they walked slowly through the dark woodlands , "" but Cedric and I love them . I like the silence and emptiness ; the villages are asleep , and the whole world seems given up to fern - owls and bats and night - moths . Take care of the branch , Mr. Herrick , or you will knock your head . It will be lighter on <place> the road outside </place> . <char> I </char> am so used to this path that I think I could find my way blindfold . "" The two young men were before them , but Elizabeth , to Malcolm 's relief , showed no inclination to join them ; even at this early stage of their acquaintance he experienced an odd desire to monopolise her society . He never felt more content with his surroundings . The tranquillity of the hour , the soft half - lights , the mystery of the long wide road , with two dark specks moving before them - all appealed to Malcolm 's"
